2,"One of the best hostels in Amsterdam!"
3,"very extraordinary experience :)"
3,"Very nice localisation, cosy rooms, good breakfast and nice experience"
1,"Well located,"
2,"so warm in warm weather!"
1,"rooms are little bit small"
3,"fun!"
1,"Unreliable check in time."
1,"."
2,"Great location (near Museumplein), very friendly and helpful staff."
2,"Paradise place, nice people and great staff for a very cheap price!"
2,"The garden is still just perfect!"
2,"Good choice to stay in Amsterdam"
-1,"the hostel is very dirty."
-1,"   You can't drink alcohol inside."
2,"Great kooky little place!"
2,"Very clean & great staff!"
2,"Was very happy with this hostel.would stay again."
2,"great location...near red light district and transportation"
-1,"They should change the taxi cab company the refer the customers to."
2,"very lovely room with a great view, would definitely go back!"
2,"Kitchen facities are great!"
2,"A bar and a bit of music would be great."
2,"  Really enjoyed my stay."
1,"Thanks."
-1,"Facilities (Kitchen, bathrooms, showers) are very poor."
-1,"It was good, the only problem was with the cold water to take a shower."
2,"A decent clean place, nothing especially awesome,"
2,"staff were friendly and helpful."
2,"Very good hostel,clean,good safe,safe, the best hostel I ever stayed."
2,"I recommend."
2,"in general good."
-1,"dampness in room, dirty and so smalling wc on living floors, not nice shower."
1,"Its located in a really busy area during the night so make sure you take some ear plugs with you..."
1,"location was okay."
-1,"the window was broken in our room so it was very cold at nighttime."
-1,"Bed was abit lumpy and the shower had a mind of its own"
2,"good stay overall."
3,"Very nice room and the location are good (not excellent)"
3,"Very impressed with service, quality and location of the B&B.; Highly recommended!"
1,"grumpiest man i have ever met at reception 0100 on the 28/11/09"
2,"Clean, very secure, very helpful and fun staff."
2,"Nice kitchen and common room, good wifi."
2,"A good place to stay."
2,"Staff is very helpful."
2,"Good tryouts."
2,"really nice atmosphere, the staff let you be"
-1,"it was safe, all in all- its cheap and good!"
2,"Very friendly staff."
2,"VERY comfortable beds."
2,"also a really nice, free breakfast."
2,"Worth staying at"
-1,"New Air Conditioning did not work properly any of the 5 nights we were there."
-1,"Bit disappointing :-("
1,"Heard of mice in the rooms"
-1,"The fire exit signs are to bright."
2,"The free breakfast was an awesome feature at this hostel."
2,"Was very clean."
1,"Staff was pretty strict about drinking inside rooms."
2,"happy days in the amsterdam jungle."
2,"thanks for the hospitality."
2,"see you next time"
-1,"I stayed there for four nits."
2,"The location is really great, just besides flower market."
-1,"Window in room was broken."
1,"Shower smelled of urine."
-1,"Key deposit was taken for checking out late!"
-1,"It may be better to inform guests that there are large flights of stairs, in case of heavy luggage."
2,"excellent spot.recommend to anyone to stay"
2,"Excellent place to stay, spot on location at the centre of the city."
2,"Very helpful staff."
-1,"Bed wasn't clean - mattress was pretty dirty."
-1,"  Very close quarters in the bedrooms."
2,"Amazing friendly and family like hostel would diffinatly use it again"
2,"A pleasant stay."
1,"Small,"
1,"with all the necessities."
1,"Friendly staff."
1,"This hostel was AWESOME."
2,"The location was perfect and the staff was incredible."
2,"Stay here for a chill time."
2,"very nice, cruisy communal spaces, goood breakfast and great location."
1,"a bit pricey"
1,"."
2,"Good location, very good room, excellent staff."
2," I will come back for sure !"
-1,"The stairs were too narrow to pass with a bag."
2,"Located right next to the red light district."
2,"The Flying Pig is the best Hostel iv ever been to and definitly the best in Amsterdam"
2,"great place to stay, awesome location."
1,"."
1,"definately looking forward to another stay there"
-1,"it was very, very dirty."
-1,"Also, this is not the place for people who don't smoke weed."
1,"couldnt be in a better spot."
2,"great setup."
2,"lounge, bar, pool, great for meeting other people."
3,"Very good place, good staff, everything near from the hostel!"
2,"Everything was perfect."
3,"Great location, great staff, funky and fun."
2,"I will be back!"
1,"Room stunk at night."
1,"of sewage or stagnant water or something."
1,"room 305."
1,"beware man."
2,"The flying pig was amazing."
1,"Staff and bar were awesome!!"
2,"Very good hostel, good location and excellent staff."
2,"The hostel is in a nice and relaxed area."
2,"Very welcoming staff!"
2,"enjoyed my stay and the location is grate."
2,"Cheers for a great stay!"
-1,"There isn't free parking around the hostel."
-1,"The worst hostel!!!!!"
-2,"I Hate flying pig...I only see drugs and ugly people!!!!!"
1,"little showers and toilet."
-1,"no toilet paper and no cleaning!"
2,"Great staff and location."
2,"Great bar!"
2,"Love this place"
2,"Fantastic hostel with great staff and fun atmosphere - would stay again no problem."
-2,"This is the worst hostel I have ever stayed in."
1,"Not a good value for the money at all."
-1,"If you're in Amsterdam exclusively to get as high as possible, this is the hostel for you."
2,"It's a really nice place to meet people, the bar downstair is awesome."
2,"Best hostel ever."
2,"Very clean and the staff was just amazing."
2,"For sure we will be back."
2,"A great hostel, I was there 2 weeks."
1,"All the staff are awesome."
1,"Thanks guys"
-1,"They check me in very late.It"s one and half our later than I expected."
2,"Great spot near the museums and leidesplein."
-1,"Staff are a bit slow,"
1,"such is the dutch way."
1,"."
2,"Nice hostel, you can walk to the clubs and all the night life."
-1,"  They should have individual lamps."
2,"Very good situation in the centre of Amsterdam."
-1,"in the room, the window can't be locked."
-1,"One of the better hostels i have stayed at easy to meet people."
-1,"The dirtiest hotel i´ve ever been¡¡¡ Only one good thing, it has a good situation."
-1,"Everything was OK, if you're looking for something cheap with basic staff I can recommend it."
-1,"We would definitely stay here again!"
1,":) And the breakfast?"
1,"Exquisite..."
-1,"dont stay here its quite a walk away from anywhere and it costs to much for what u get."
-1,"This Hostel is way to expensive and the staff is not really kind."
-1,"It is not a special hostel,"
1,"it is ok to stay 2 or 3 days..."
3,"TrueLove was a great place to stay, and Sean was very nice and extremely helpful!"
2,"Great hostel."
-1,"Shame It's a bit far from the center"
2,"great value for money."
1,"beautiful flat on the canal."
-1,"bathroom lacked privacy,"
2,"all else was fantastic."
2,"highly recommended."
1,"has potential"
-1,"most people just sit in the lobby too high to even talk all day...A bit sketchy at times."
-1,"bad doors and not so clean in the corridor."
2,"the rooms are very nice and clean."
2,"The breakfast was great."
2,"good value and a great breakfast ggod public transport connections to Amsterdam"
2,"Fun place to stay."
2,"Heavy Metal Breakfasts are the best."
-1,"Couldn't have enjoyed it more."
2,"Definitely a lot of "character"."
-1,"It was a very cool/interesting hostel."
2,"Very cramped dorm rooms, ok for a few nights"
1,"."
2,"it was great for the price"
1,"far from everything"
2,"Very nice location."
2,"Great Facilities ."
2,"Surroundings well maintained and tidy."
1,"Would definetly return."
3,"Very nice and comfortable place, nice people, wonderful breakfirst included... mmmh"
2,"course we had fun it was amsterdam"
2,"the hostel is a bit of a mish away from town...."
-1,"idylic little hostel right in the middle of Action."
3,"nice and chep bar downstairs, excellent music"
2,"Very quite and beautiful place, best for taking a potion of fresh air, just 20 min from airport by bus."
-1,"not too bad, just when I think about Amsterdam, It gives me royal pain in the ass."
-1,"Way, WAY too much money for what I got."
1,"then it is Amsterdam, so what can you do?"
-1,"the staff is very poor."
2,"other than that it was a lot of fun."
-2,"The reception staff is very rude, and doesn't matter about your necessities."
-1,"It is a party hostel."
2,"If you like camping you will love this place."
1,"Easy to get to from airport."
1,"Bus stop right in front"
-1,"Staff was extremely rude and unhelpful."
2,"great location in the Red Light District"
-1,"I would have liked more power sockets to charge my phone."
1,"That is all."
3,"Great service, friendly staff and I loved the room service breakfast."
-1,"Simple rooms short tram ride from the action."
2,"Great coffeeshop called greenhouse nearby."
2,"Very good looking, cheap and clean"
1,"far away from the centre of Amsterdam."
1,"Slightly further from the town centre than expected,"
1,"in the long run this proved to be a benefit."
2,"Very nice place."
1,"I would definetly go back again!"
-1,"The stuff was awesome!!!"
2,"Very good hostel, perfect location and helpful staff, quite cheap."
1,"Thanks =)"
2,"A really nice and clean place, just too little bathroom facilities."
-1,"The rating will be much higher if the fees would be smaller...no good ratio quality/price"
2,"Very nice."
2,"Need to make sure that the weather is going to be good"
1,"."
2,"good hostel,"
1,"FAR out of city."
1,"dont plan on having late nights if you stay here"
2,"Very friendly caravan site."
1," Loved the crazy sculptures"
2,"was excellent will definatly book through them again"
2,"Great atmosphere, lots to do awesome place to relax."
2,"Staff were excellent."
-1,"Would not stay anywere else.best in dam"
2,"A very good apartment."
1,"A bit expensive"
2,"it was clean and comfortable."
1,"No beds."
-1,"Seriously, nothing"
-1,"couches to sleep on."
-1,"And couches don't come with linen apparently."
2,"Had a great time at Maggie and I will say there again made welcome value for money"
2,"Very good restaurant downstairs Enjoy !!!!!!!!!!!!!!!!!"
2,"thank you very much for your hospitality, and for proposing your nice boat to stranger travellers."
-1,"Its a cheap and a little dirty hostel."
-1,"The security is nearly nothing."
1,"."
-1,"buts is a really ok to stay."
2,"Great hostel with great location, it would be great if they have some biger room for meeting people and it is very clean!"
2,"A nice place, excellent location."
2,"Try to stay here if in Amsterdam, best sleeping of whole trip!"
2,"we enjoyed the stay very much, allthought we had to walk some minutes to the center."
3,"This is very pleasant and cosy experience."
1,"We will come again."
1,"Just PERFECT!!!"
-1," I'm looking forward to returning there!"
1,":)"
-1,"It was so quiet I felt bad for the folks still sleeping as I showered."
1,"turned heating off at day."
-1,"and when confronted gave rude answers."
1,"the owner and wife were nice tho."
2,"People very polite...very clean!!"
2,"we have a great time!!"
-1,"We recomend this hotel!!"
1,"Quite compact room and far from central."
2,"staff was very good and had good breakfast also"
3,"really good hotel, very clean and new, lots of young people there, very nice atmosphere."
1,"."
2,"The staff was good especially the woman!"
2,"Very good trip in Amsterdam!"
1," thanks"
1,"10 Bed female room - clean, good facilities, couldn't have wished for more"
3,"A nice place very close to important places in Amsterdam, the staff is excellent very nice."
-1,"So would highly recommend"
-1,"friendly staff, nice location near enough to the city centre,"
1,"far enough to be quiet and have green parks around to relax in."
2,"Staff was great very helpful, Great people to deal with."
2,"The Apartment was awesome very clean and you have everything you need and more."
2,"Location was perfect!"
2,"great time as usual stayed with these a few times and they are alyways great"
3,"Very big, very comfortable, great location, great staff, very safe, good bathroom... The best possible place of the whole of Amsterdam!"
2,"Lovely apartment"
-1,"sofas and bedding needs sorting eg double mattress on four poster and a sofa bed in front room , some modern lamps , and a bigger Telly ."
1,"sheets and towels need replacing go for darker colours other than that lovely"
-1,"our first impression was marred because the apartment was not cleaned when we arrived, even"
-1,"it was two hours after check in time."
-1,"We then had to wait two more hours before getting in."
2,"It was eventually cleaned and it was a very nice apartment."
2,"The internet connection is non-existent."
-1,"The playstation does not work properly and there are no dvd movies."
-1,"Other than all this, the flat is great!"
2,"This apartment is situated in the perfect place, close to everything very clean very friendly staff."
2,"Had lots of fun,"
-1,"don't expect to meet anyone else staying at the "hostel", as there is no common area or anything like that."
-1,"The apartment we stayed in was great, nice bedrooms and bathroom, large living room with a stove, fridge, freezer, aircon and tv."
2,"Great location!"
2,"Nice and clean apartment."
2,"Strongly recommend!"
1,"Make sure you call them and give them the exact time you will arrive at the hostel."
-1,"If you do not, you will be stuck outside searching for their phone number."
2,"Otherwise, it was a great place right in the heart of the red light district."
2,"Nice place."
2,"Good location."
2,"Would highly recommend."
1,"ALL WAS PERFECT!!!"
1,"GREAT PLACE!!"
2,"very cool place to stay."
1,"."
1,"would deff go back there!"
1,"location is brill also!"
2,"everything was perfect!"
-1,"Very centrally located in an old house by a canal in the very center of historic Amsterdam."
-1,"The manager was most helpful."
2,"We had a comfortable three room apartment, very quiet, near all the things we wanted to see and near the railroad station."
-1,"The only disadvantage was the strairs, typical of old Amsterdam."
1,"They were very steep"
2,"the manager helped us withour suitcases."
2,"A really good buy all in all' lots of atmosphere."
2,"Very good apartment."
2,"Great location, very clean and very central in the red light district."
2,"Would recommend highly and will be definetly going back to stay again soon."
3,"Great!"
3,"great place, great hostel... great apartment... best place in amsterdan to be..."
2,"Very nice owners, really nice apartment and the location could NOT be better."
2,"Its perfectly in the middle of going-out locations, coffee shops and shops in general."
1,"Will definately be returning in the near future."
2,"Thanks to Nick over there, everything was great!"
3,"this was a fantastic, place to stay, sooo big and right in the middle of the red light district!"
1,"EXCELLENT!"
2,"Very cool apartment in Amsterdam."
2,"Mark was friendly, good tips."
2,"Best thing, place is close to everything!"
2,"it is a very nice place to stay in amsterdam."
2,"the apartement is perfect, clean, excellent rooms, in the center of the city."
1,"you can go everywhere on foot."
-1,"And, most of alla, it is not expensive, compearing to most of the hostels enjoy your stay!!"
3,"A great experience to stay on a great boat like this."
2,"Great breakfast and nice staff."
2,"Very nice place to stay in a good location."
2,"The little extras made this place a treat."
2,"it's close to the center - very nice stuff -"
1,"very noise - because on 1 floore there is several night clubs/"
2,"I had so much fun at this hostel, very crowded"
2,"great for lone travellers wanting to meet people."
1,"ALL WAS GOOD,"
-1,"I MISS A LOCKERS IN THE ROOMS."
2,"Really great place,"
-1,"it's super noisy, so be ready for that."
2,"Great hostel with very nice staff."
-1,"Shower and toilet was a bit small and dirty,"
1,"whatever."
2,"Had a great stay!"
-2,"Unfortunately, it's extremely noisy."
-1,"The room facing the street should have a better noise isolation or, at least, any isolation."
-1,"Don't count to much on the "free kitchen use", it's both unequipped and dirty!"
2,"Breakfast is good"
1,"..."
1,"Would be nice to have more bathrooms for the 12-mixed room... or a system/schedule."
1,"Many mornings were delayed..."
2,"overall, very good."
-1,"I was afraid because of some bad reviews I'd read,"
2,"it was definitely good to me!"
2,"Nice&affordable; hostel, excellent location."
2,"not the best place,"
-1,"not bad.it is ok for two nights.good location."
-1,"Even after a few days, I still cannot think of a bad thing about the place."
1,"STAY HERE!!"
2,"Awesome."
2,"It's very comfortable, and it's very close from everywhere."
-1,"Enjoy Amsterdam, it´s a wonderfull city."
2,"very good location,in a secure street and full of shop,all you need is a few meters from your hostel,(market,tobacco,restaurantsetc etc)"
2,"It was a great hostel experience with friendly staff and a chill atmosphere."
2,"Love you guys."
2,"Keep it up!"
1," From Steve from South Korea"
-1,"dirty bathrooms and shower and so so so little room."
-1,"the breakfast is poor,"
-1,"the staff is very helpfull"
2,"Very good apartment and very nice staff."
-1,", the location is a bit poor."
2,"The breakfast is very good."
1,"Super Standort!"
1,"5 Min."
-1,"vom Bahnhof entfernt, mitten in der Stadt."
-1,"Der Königinnentag war einfach genial :o)"
2,"great place to stay if u have a large group."
1,"."
2,"owner dirk was a great guy and very helpful..."
-1,"The Staff were very friendly and helpfull with many issues.i had everything i needed during my stay."
2,"Very nice location, if you're planning to discover Amsterdam having a base in the city centre, its a good place to stay."
-1,"The hostel really needs a common room!!"
-1,"All activity in the hostel is happening in the dorms (had to make sandwiches in my own bed)."
1,"Mice on the floor in the dorm during the night..."
-1,"Owner forgot to wake me up for my train, nearly missed it"
2,"Lovely guesthouse, very clean, good location."
-1,"I would recommend this place to anyone & would definitely come back"
-1,"Its very graet hostel in amsterdam."
-1,"SUPER Location near to museumplein."
1,"Good staff :)))"
-1,"I wouldn't stay there again"
-1,"the beds are very uncomfortable."
-1,"bad experience."
-1,"if you've got better choices, this one is not recommended."
1,"close from central station and the downtown area."
1,"You can travel anywhere on foot from here."
-1,"I met 3 staffs and they were all kind."
1,"Not that clean"
-1,"no bugs."
1,"They add extra people."
1,"O there are more people at once than what you paid for."
-1,"There is no area to chill at."
-1,"It is not clean."
1,"Only good things are wifi and location"
-1,"The facilities are all quite poor and the bed sheets even got holes on them."
-1,"We are living on the fifth floor of the building, and they don't even have an elevator!"
-1,"I don't really even bother to describe the washing room and the shower."
-1,"They couldn't even make sure that you could always have hot water to use!"
1,"El lugar de la recepción es uncuarto oscuro súper chiquito."
-1,"Nadie habla espaniol ni francés, así que es imposi le la ayuda o comunicarwe para lo indispensable."
-1,"No hay ascensor y hay que subir, o bajar, cuatro pisos por las escaleras."
-1,"No es recomendable, salvo por la cercanía a la estación central, y no es económico."
2,"best hostel in amsterdam !!!!"
1,"It were mice!!!!"
-1," And there is no kitchen, only a fridge and a microwaves!!!"
1,"l"
2,"Really awesome place, definitely worth every penny of it."
-1,"It's so close to all the attractions, there's no need for public transportation at all!"
1,"Lots of people for limited showers/toilets."
1,"Some of the toilets were broken or without a seat while we were there."
2,"Staff tried to keep it clean"
-1,"perhaps over cleaned so the floors were always wet and therefore muddy."
2," Lockers available as a positive and great location."
3,"It was a really nice place, two steps from the Red Light District."
2,"Staff was friendly and helpful."
-1,"The worse part was the cleanliness : The cleaning lady wasn't really working hard and seemed drunk or something the few times I've seen her."
1,"I hope that at least my bed sheets were washed."
-1,"The room was so dusty that my girlfriend mopped the floor."
-1,"There was no common room"
-1,"our room was very large so it was fine to hang out there."
-1,"Some people did have to sleep wih mattresses on the floor"
-1,"Very expensive for a huge dormitory ( 20 people ) without kitchen bar or a common room."
1,"And as a dormitory of 20 people there were noise..."
-1,"Estuvimos en el dormitorio femenino de 10 camas, y muy bien.Pero otros amigos en los dormitorios comunes estuvieron bastante mal, mucho ruido, suciedad y frio.No hay zonas comunes,asi que casi nula interacción con otros huespedes.El personal regular, poco dominio del inglés en general."
1,"Perfect location and a perfect spot for the budget traveller :)"
2,"really neat spot, the stairs will seem like nothing in a day or two"
-2,"Thin mattress & pillow, broken bathroom door, bad lamps, no plug, etc. What's really bad is the fact that through a door in the 10-bed female dorm I was in was an apartment for one of the guys that works in the hostel."
-1,"No one even bothered to tell me this when I checked in, and it took two times going down to the desk to get an answer out of them."
-1,"I understand that the building is old and sometimes things are set up that way,"
-1,"YOU NEED TO TELL THE PEOPLE STAYING THERE."
-1,"Do not stay here."
2,"Staff was very friendly tried to help the best way they can."
2,"Very safe and clean."
-2,"Very uncomfortable beds, there were mice running around on the floor every night, and the staff didn't care."
-1,"At one time there were at least 4 mice at the same time, in the same room."
-1,"Also overall a bit shabby hostel."
2,"location is great, and"
-1,"it wasn't really cheap at all, it was the cheapest hostel we could find."
-1,"There's no common area or kitchen (there is a small fridge and a microwave, I wish more hostel without a kitchen thought of that much so food dosn't get spoiled)."
-1,"The dorm kind of doubles as the common pre drinks party area which is fine I had no trouble sleeping either night"
-1,"I think that might be a sign how tired I was."
2,"generally anywhere with a bed and a shower free WiFi is great."
3,"I really enjoyed my time in this hostel"
-1,"We stayed in the 20-bed room."
-1,"Others in the room were decently respectful of others' sleep."
2,"The showers were very nice, the toilets smelled a bit,"
1,"were otherwise fine."
-1,"There is someone at the front desk at all times besides when they lock the doors from 4am to 6am."
-1,"We really enjoyed the weird charm of this place."
2,"Very nice for the price."
-1,"Everything was fine except for a couple mice we saw running around the dorm room."
-1,"nearly no kitchen there picture on webpage don´t schow the truth"
-1,"This is by far the worst hostel I've stayed in."
-1,"It's a large 20 bed room that smells awful."
-1,"The staff doesn't care about anything."
-1," The hostel has a lookout of 4am-6am which can stink if you're out late partying."
-1,"It is extremely noisy in the room from street traffic because you within eye view of some of the Red Light District."
2,"Highly recommend against"
2,"The staff at Aivengo was extremely nice and accommodating!"
2,"It was exactly what I expected for a hostel and my friends and I really had a good experience."
3,"The female room, with 10 beds, is very good."
2,"Clear, clean, with big windows."
-1,"The only problem is that it is on the 5th floor, and there isnt a lift."
-1,"The bed is not so comfortable."
2,"The location is good, the staff are friedly."
1,"I recomend it :)"
-1,"My stay at this hostel was ok."
2,"It is pretty close to all the action."
-1,"The dorms are kinda stinky and so are the blankets."
2,"The showers and bathrooms were pretty clean."
2,"Dont leave anything valuable out."
-1,"I got my i-pod stolen from off my bunk while I was sleeping."
1,"Overall it was ok."
1,"There was a mouse in the room!!!"
2,"apart from that the location is great, I thought it was going to be akward sleeping with 18 more people,"
-1,"at night it was really quiet and you could sleep with no prob."
2,"The bathrooms are clean,"
1,"its part of the general common area (so everyone can see you brushing your teeth)."
-1,"We didnt have any security problems, in general de Hostel was good for just 2 nights."
2,"The bathroom was clean and new."
1,"we had to go trough the lobby from the room."
-1,"I also disliked the fact that the staff almost got my stuff on the floor because i was 10 min off the check-out hour."
-1,"I guess they're on hurry to make more money."
-2,"this hostel is not good, too dark, and feel insecure, the staff is indifferent, and not helpful at all."
-1,"the room is also dark and not clean :("
2,"staffs there are really nice and room is clean"
-1,"We stayed in a douple private ensuite and the room was amazing."
1,"Nothing to complaint about it."
-1,"The room was big, had a balcony, the bathroom was also big and had a jacuzi!!!"
2,"the room was in the 6th floor, without a lift, the view worthwhile."
-1," The hostel's entrance don't look so clean, they need to work on that."
2,"Good security lockers, good security in general."
2,"Great staff!"
2,"Very nice and helpful."
2,"Great location as well."
1,"Very near the train station and easy walking to everywhere else."
-1,"No lounges to hang out in, and seeing as my friend and I would come back with food late at night, wanting to talk and play cards or something, we wanted some sort of a lounge room."
-1,"Sheets were a little beat up, kinda gross to sleep on."
-1,"Improve ventilation system in the bedrooms; put good curtains in the bedrooms; fix another computer; change check out to midday."
-1,"For a female dorm we sure had a male in our room... it is a problem"
-1,"I booked a twin room in this hostel, and i was with a friend."
-1,"We really liked the room, which is simple"
1,"sufficient for two nights."
1,"Perhaps one disadvantage; up the six floors ahah!"
2,"We recommend this hostel for those who go down in amsterdam."
2,"Great price and located next to the train station and centrum!"
2," Have a good trip !"
2,"Excellent location."
2,"A good hostel, next to the centraal station."
1,"Clean showers and rooms."
-1,"No problems to sleep even at the queens night.good computer acces."
-1," Problems: 1_ small lockers 2_no common room 3_ No USb entrace in computers or printers If you cant stay in voldelpark, i would stay in aivengo"
2,"This hostel is in a good location."
1,", all this place has is beds and bathroom."
-1,"No place to hang out and chill, or to socialise."
2,"From what I hear about other hostels in Amsterdam, I can only recommend this place if all others are full, which they were when I booked."
-1,"very big rooms, noisy roommates will ruin your sleep,"
-1,"not the hostels fault."
2,"very good overall."
-1,"mattress is thin and poked me through it"
-1,"I could still sleep."
2,"Great location"
-1,"very gross beds and bathrooms."
1,"It was not unbearable"
-1,"I would strongly advise against staying here."
-1,"It would be better if there's place to hang clothes."
-1," The side that we stayed at has poor/nil wifi connection."
-1,"I spend at Aivengo 2 nights and I only have very good memories."
2,"The room was spacious and the bed comfortable, a young & tall Dutch guy at the reception extremely kind and helpful with everything."
2,"My best experience with hostels ever!"
1,"besides the crazy walk to get to the room (6 flights!)"
2,", everything was pretty good."
2,"main guy at the front desk was super nice and helpful."
-1,"The beds were very uncomfortable."
2,"Staff were good."
2,"Free internet terminals were good."
-1,"Drinking in rooms was allowed which was good."
2,"Showers were good"
-1,"started to run out of hot water if too many people used them"
1,"if you find something better, go for it!!!"
1,"Stayed in the female dorm for 5 nights."
-1,"The bed wasn't very comfy."
-1,"By 'kitchen' they mean a fridge and a microwave."
-1,"And it's a 12-bed instead of 10-bed dorm."
-1,"The rent is rather cheap on weekdays."
-1,"We stayed at the top floor (5th) and we ended up crawling up to the top every night."
2,"we enjoyed every step of it."
3,"Hostel was well lovely and clean, in a perfect location."
3,"I had an amazing time in amsterdam and I highly recommend this hostel!"
1,"- very cheap as well :)"
-1,"So, If you wanna stay there, I recommend."
-1,"Good location, near the central station and to the tourist attractions of the center of the city."
2,"You can also rent a bike and do a tour through the nice city bikeways!"
1,"The hostel has rooms on the ground floor and one more on the 4th floor."
-1,"I stayed in this last one and I had a little difficult with the many stairs and two keys that we need to use to enter the room ( you have to consider that Amsterdam it's a freak out city)."
1,"the room was nice, safe, clear and b"
2,"Everything was great, if you don't mind a stray bug, and climbing 5 sorries on small round steps."
3,"The location of the hostel is excellent and thats it."
-1,"Beds like in jail, mice instead of sockets in the room and the hostel closes the doors from 4 to 6 am and doesnt let people in."
2,"As all clubs close at 3.30 this can be pretty inconvenient."
2,"Apart from that its a nice place to stay because of the location and the good prices during the week."
2,"The staff was very friendly,"
-1,"I would never stay here again."
-1,"The hostel was noisy, crowded, unsafe, and rather dirty."
2,"The location of the hostel is excellent, only 5 minutes from the central station, 5 or so min to the Red Light District and Dam Square!"
-2,"The only downside is I was in the 5th floor and the stairs are soo steep I got dizzy everytime going up and down...Cleaning could have been better, the cleaning lady only changed the sheets,"
-1,"didn't clean the bathroom or replenish the toilet paper for my whole stay!"
-1,"Didn't look much like the pictures shown on their website."
-1,"Originally freaked out because we booked an all female dorm, and it is not located on the first floor where you check in,"
1,"we didn't realize this while waiting in line!"
-1,"Thankfully, the all female dorm is located up 4 flights of steep stairs which provides another layer of security!"
2,"Definitely a great location so close to Centraal Station and all the trams."
-1,"We walked EVERYWHERE which compensated for our consumption of french fries and waffle coo"
-2,"Blankets smelled and the bathrooms smelled awful."
-1,"The drains in the shower don't drain."
2,"Aivengo Hostel was unique and a good hide-away."
-1,"The room we stayed in was nice, and cleanliness was better than many hostels I've stayed at."
2,"Staff was awesome- fun and friendly."
1,"Would have been great if there's a common place for everyone to hangout."
1,"No complaints"
2,"since location is very good and its a value for money place."
2,"Free wifi is available and staff are very friendly."
1,"AWESOME location- 5 minute walk from the train station and close to the center of town."
-1,"Tram stations are just around the corner to get to the museumplein as well."
1,"Rooms were clean,"
-2,"the bed I was assigned to was broken on one end and when i first sat down on it the mattress fell through... There was a fridge and microwave in our room which was great because there is no breakfast."
-1,"Towels are provided and the showers were hot."
1,"Overall- would definitely stay there again!"
2,"Excellent Location."
-1,"10 Min walk from Amsterdam Central Station."
2,"In the heart of entertainment and tourist attraction."
-1,"The dorm was a bit cold, bring your sleeping bag."
-1,"Well I was fine with the hostel until I saw the mice running under my bed."
